car_ID,symboling,CarName,wheelbase,carlength,carwidth,carheight,curbweight,enginetype,cylindernumber,enginesize,fuelsystem,boreratio,stroke,compressionratio,horsepower,peakrpm,citympg,highwaympg,price,fueltype_gas,aspiration_turbo,doornumber_two,carbody_hardtop,carbody_hatchback,carbody_sedan,carbody_wagon,drivewheel_fwd,drivewheel_rwd,enginelocation_rear,price_to_horsepower,price_to_weight,car_brand_audi,car_brand_bmw,car_brand_buick,car_brand_chevrolet,car_brand_dodge,car_brand_honda,car_brand_isuzu,car_brand_jaguar,car_brand_mazda,car_brand_mercury,car_brand_mitsubishi,car_brand_nissan,car_brand_peugeot,car_brand_plymouth,car_brand_porcshce,car_brand_porsche,car_brand_renault,car_brand_saab,car_brand_subaru,car_brand_toyota,car_brand_toyouta,car_brand_vokswagen,car_brand_volkswagen,car_brand_volvo,car_brand_vw,car_model,car_brand_audi,car_brand_bmw,car_brand_buick,car_brand_chevrolet,car_brand_dodge,car_brand_honda,car_brand_isuzu,car_brand_jaguar,car_brand_mazda,car_brand_mercury,car_brand_mitsubishi,car_brand_nissan,car_brand_peugeot,car_brand_plymouth,car_brand_porsche,car_brand_renault,car_brand_saab,car_brand_subaru,car_brand_toyota,car_brand_volkswagen,car_brand_volvo,car_brand
50,0,jaguar xk,102.0,191.7,70.6,47.8,3950,ohcv,twelve,326,mpfi,3.54,2.76,11.5,262,5000,13,17,36000.0,True,False,True,False,False,True,False,False,True,False,137.40458015267177,9.113924050632912,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,xk,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,jaguar
51,1,mazda rx3,93.1,159.1,64.2,54.1,1890,ohc,four,91,2bbl,3.03,3.15,9.0,68,5000,30,31,5195.0,True,False,True,False,True,False,False,True,False,False,76.3970588235294,2.748677248677249,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,rx3,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,mazda
52,1,mazda glc deluxe,93.1,159.1,64.2,54.1,1900,ohc,four,91,2bbl,3.03,3.15,9.0,68,5000,31,38,6095.0,True,False,True,False,True,False,False,True,False,False,89.63235294117646,3.207894736842105,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,glc deluxe,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,mazda
53,1,mazda rx2 coupe,93.1,159.1,64.2,54.1,1905,ohc,four,91,2bbl,3.03,3.15,9.0,68,5000,31,38,6795.0,True,False,True,False,True,False,False,True,False,False,99.92647058823529,3.5669291338582676,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,rx2 coupe,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,mazda
54,1,mazda rx-4,93.1,166.8,64.2,54.1,1945,ohc,four,91,2bbl,3.03,3.15,9.0,68,5000,31,38,6695.0,True,False,False,False,False,True,False,True,False,False,98.45588235294117,3.442159383033419,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,rx-4,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,mazda
55,1,mazda glc deluxe,93.1,166.8,64.2,54.1,1950,ohc,four,91,2bbl,3.08,3.15,9.0,68,5000,31,38,7395.0,True,False,False,False,False,True,False,True,False,False,108.75,3.792307692307692,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,glc deluxe,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,mazda
56,3,mazda 626,95.3,169.0,65.7,49.6,2380,rotor,two,70,4bbl,3.33,3.255,9.4,101,6000,17,23,10945.0,True,False,True,False,True,False,False,False,True,False,108.36633663366337,4.598739495798319,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,626,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,mazda
57,3,mazda glc,95.3,169.0,65.7,49.6,2380,rotor,two,70,4bbl,3.33,3.255,9.4,101,6000,17,23,11845.0,True,False,True,False,True,False,False,False,True,False,117.27722772277228,4.976890756302521,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,glc,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,mazda
58,3,mazda rx-7 gs,95.3,169.0,65.7,49.6,2385,rotor,two,70,4bbl,3.33,3.255,9.4,101,6000,17,23,13645.0,True,False,True,False,True,False,False,False,True,False,135.0990099009901,5.721174004192872,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,rx-7 gs,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,mazda
59,3,mazda glc 4,95.3,169.0,65.7,49.6,2500,rotor,two,80,mpfi,3.33,3.255,9.4,135,6000,16,23,15645.0,True,False,True,False,True,False,False,False,True,False,115.88888888888889,6.258,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,glc 4,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,mazda
60,1,mazda 626,98.8,177.8,66.5,53.7,2385,ohc,four,122,2bbl,3.39,3.39,8.6,84,4800,26,32,8845.0,True,False,True,False,True,False,False,True,False,False,105.29761904761905,3.708595387840671,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,626,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,mazda
61,0,mazda glc custom l,98.8,177.8,66.5,55.5,2410,ohc,four,122,2bbl,3.39,3.39,8.6,84,4800,26,32,8495.0,True,False,False,False,False,True,False,True,False,False,101.13095238095238,3.524896265560166,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,glc custom l,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,mazda
62,1,mazda glc custom,98.8,177.8,66.5,53.7,2385,ohc,four,122,2bbl,3.39,3.39,8.6,84,4800,26,32,10595.0,True,False,True,False,True,False,False,True,False,False,126.13095238095238,4.4423480083857445,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,glc custom,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,mazda
63,0,mazda rx-4,98.8,177.8,66.5,55.5,2410,ohc,four,122,2bbl,3.39,3.39,8.6,84,4800,26,32,10245.0,True,False,False,False,False,True,False,True,False,False,121.96428571428571,4.25103734439834,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,rx-4,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,mazda
64,0,mazda glc deluxe,98.8,177.8,66.5,55.5,2443,ohc,four,122,idi,3.39,3.39,22.7,64,4650,36,42,10795.0,False,False,False,False,False,True,False,True,False,False,168.671875,4.418747441670078,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,glc deluxe,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,mazda
65,0,mazda 626,98.8,177.8,66.5,55.5,2425,ohc,four,122,2bbl,3.39,3.39,8.6,84,4800,26,32,11245.0,True,False,False,False,True,False,False,True,False,False,133.86904761904762,4.637113402061856,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,626,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,mazda
66,0,mazda glc,104.9,175.0,66.1,54.4,2670,ohc,four,140,mpfi,3.76,3.16,8.0,120,5000,19,27,18280.0,True,False,False,False,False,True,False,False,True,False,152.33333333333334,6.846441947565543,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,glc,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,mazda
67,0,mazda rx-7 gs,104.9,175.0,66.1,54.4,2700,ohc,four,134,idi,3.43,3.64,22.0,72,4200,31,39,18344.0,False,False,False,False,False,True,False,False,True,False,254.77777777777777,6.794074074074074,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,rx-7 gs,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,mazda
68,-1,buick electra 225 custom,110.0,190.9,70.3,56.5,3515,ohc,five,183,idi,3.58,3.64,21.5,123,4350,22,25,25552.0,False,True,False,False,False,True,False,False,True,False,207.739837398374,7.269416785206259,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,electra 225 custom,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,buick
69,-1,buick century luxus (sw),110.0,190.9,70.3,58.7,3750,ohc,five,183,idi,3.58,3.64,21.5,123,4350,22,25,28248.0,False,True,False,False,False,False,True,False,True,False,229.65853658536585,7.5328,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,century luxus (sw),False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,buick
70,0,buick century,106.7,187.5,70.3,54.9,3495,ohc,five,183,idi,3.58,3.64,21.5,123,4350,22,25,28176.0,False,True,True,True,False,False,False,False,True,False,229.0731707317073,8.061802575107295,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,century,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,buick
71,-1,buick skyhawk,115.6,202.6,71.7,56.3,3770,ohc,five,183,idi,3.58,3.64,21.5,123,4350,22,25,31600.0,False,True,False,False,False,True,False,False,True,False,256.9105691056911,8.381962864721485,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,skyhawk,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,buick
72,-1,buick opel isuzu deluxe,115.6,202.6,71.7,56.5,3740,ohcv,eight,234,mpfi,3.46,3.1,8.3,155,4750,16,18,34184.0,True,False,False,False,False,True,False,False,True,False,220.54193548387096,9.140106951871658,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,opel isuzu deluxe,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,buick
73,3,buick skylark,96.6,180.3,70.5,50.8,3685,ohcv,eight,234,mpfi,3.46,3.1,8.3,155,4750,16,18,35056.0,True,False,True,False,False,False,False,False,True,False,226.16774193548386,9.513161465400271,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,skylark,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,buick
74,0,buick century special,120.9,208.1,71.7,56.7,3900,ohcv,eight,308,mpfi,3.8,3.35,8.0,184,4500,14,16,40960.0,True,False,False,False,False,True,False,False,True,False,222.6086956521739,10.502564102564103,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,century special,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,buick
75,1,buick regal sport coupe (turbo),112.0,199.2,72.0,55.4,3715,ohcv,eight,304,mpfi,3.8,3.35,8.0,184,4500,14,16,45400.0,True,False,True,True,False,False,False,False,True,False,246.7391304347826,12.220726783310901,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,regal sport coupe (turbo),False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,buick
76,1,mercury cougar,102.7,178.4,68.0,54.8,2910,ohc,four,140,mpfi,3.78,3.12,8.0,175,5000,19,24,16503.0,True,True,True,False,True,False,False,False,True,False,94.30285714285715,5.671134020618557,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,cougar,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,mercury
77,2,mitsubishi mirage,93.7,157.3,64.4,50.8,1918,ohc,four,92,2bbl,2.97,3.23,9.4,68,5500,37,41,5389.0,True,False,True,False,True,False,False,True,False,False,79.25,2.8096976016684048,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,mirage,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,mitsubishi
78,2,mitsubishi lancer,93.7,157.3,64.4,50.8,1944,ohc,four,92,2bbl,2.97,3.23,9.4,68,5500,31,38,6189.0,True,False,True,False,True,False,False,True,False,False,91.01470588235294,3.183641975308642,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,lancer,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,mitsubishi
79,2,mitsubishi outlander,93.7,157.3,64.4,50.8,2004,ohc,four,92,2bbl,2.97,3.23,9.4,68,5500,31,38,6669.0,True,False,True,False,True,False,False,True,False,False,98.07352941176471,3.3278443113772456,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,outlander,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,mitsubishi
80,1,mitsubishi g4,93.0,157.3,63.8,50.8,2145,ohc,four,98,spdi,3.03,3.39,7.6,102,5500,24,30,7689.0,True,True,True,False,True,False,False,True,False,False,75.38235294117646,3.5846153846153848,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,g4,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,mitsubishi
81,3,mitsubishi mirage g4,96.3,173.0,65.4,49.4,2370,ohc,four,110,spdi,3.17,3.46,7.5,116,5500,23,30,9959.0,True,True,True,False,True,False,False,True,False,False,85.85344827586206,4.20210970464135,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,mirage g4,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,mitsubishi
82,3,mitsubishi g4,96.3,173.0,65.4,49.4,2328,ohc,four,122,2bbl,3.35,3.46,8.5,88,5000,25,32,8499.0,True,False,True,False,True,False,False,True,False,False,96.57954545454545,3.6507731958762886,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,g4,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,mitsubishi
83,3,mitsubishi outlander,95.9,173.2,66.3,50.2,2833,ohc,four,156,spdi,3.58,3.86,7.0,145,5000,19,24,12629.0,True,True,True,False,True,False,False,True,False,False,87.09655172413792,4.457818566890222,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,outlander,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,mitsubishi
84,3,mitsubishi g4,95.9,173.2,66.3,50.2,2921,ohc,four,156,spdi,3.59,3.86,7.0,145,5000,19,24,14869.0,True,True,True,False,True,False,False,True,False,False,102.54482758620689,5.09038000684697,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,g4,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,mitsubishi
85,3,mitsubishi mirage g4,95.9,173.2,66.3,50.2,2926,ohc,four,156,spdi,3.59,3.86,7.0,145,5000,19,24,14489.0,True,True,True,False,True,False,False,True,False,False,99.92413793103448,4.9518113465481886,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,mirage g4,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,mitsubishi
86,1,mitsubishi montero,96.3,172.4,65.4,51.6,2365,ohc,four,122,2bbl,3.35,3.46,8.5,88,5000,25,32,6989.0,True,False,False,False,False,True,False,True,False,False,79.42045454545455,2.9551797040169134,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,montero,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,mitsubishi
87,1,mitsubishi pajero,96.3,172.4,65.4,51.6,2405,ohc,four,122,2bbl,3.35,3.46,8.5,88,5000,25,32,8189.0,True,False,False,False,False,True,False,True,False,False,93.05681818181819,3.404989604989605,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,pajero,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,mitsubishi
88,1,mitsubishi outlander,96.3,172.4,65.4,51.6,2403,ohc,four,110,spdi,3.17,3.46,7.5,116,5500,23,30,9279.0,True,True,False,False,False,True,False,True,False,False,79.99137931034483,3.8614232209737827,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,outlander,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,mitsubishi
89,-1,mitsubishi mirage g4,96.3,172.4,65.4,51.6,2403,ohc,four,110,spdi,3.17,3.46,7.5,116,5500,23,30,9279.0,True,False,False,False,False,True,False,True,False,False,79.99137931034483,3.8614232209737827,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,mirage g4,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,mitsubishi
90,1,nissan versa,94.5,165.3,63.8,54.5,1889,ohc,four,97,2bbl,3.15,3.29,9.4,69,5200,31,37,5499.0,True,False,True,False,False,True,False,True,False,False,79.69565217391305,2.911064055055585,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,versa,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,nissan
91,1,nissan gt-r,94.5,165.3,63.8,54.5,2017,ohc,four,103,idi,2.99,3.47,21.9,55,4800,45,50,7099.0,False,False,True,False,False,True,False,True,False,False,129.07272727272726,3.5195835399107587,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,gt-r,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,nissan
92,1,nissan rogue,94.5,165.3,63.8,54.5,1918,ohc,four,97,2bbl,3.15,3.29,9.4,69,5200,31,37,6649.0,True,False,True,False,False,True,False,True,False,False,96.3623188405797,3.4666319082377477,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,rogue,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,nissan
93,1,nissan latio,94.5,165.3,63.8,54.5,1938,ohc,four,97,2bbl,3.15,3.29,9.4,69,5200,31,37,6849.0,True,False,False,False,False,True,False,True,False,False,99.26086956521739,3.5340557275541795,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,latio,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,nissan
94,1,nissan titan,94.5,170.2,63.8,53.5,2024,ohc,four,97,2bbl,3.15,3.29,9.4,69,5200,31,37,7349.0,True,False,False,False,False,False,True,True,False,False,106.5072463768116,3.630928853754941,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,titan,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,nissan
95,1,nissan leaf,94.5,165.3,63.8,54.5,1951,ohc,four,97,2bbl,3.15,3.29,9.4,69,5200,31,37,7299.0,True,False,True,False,False,True,False,True,False,False,105.78260869565217,3.7411583803177857,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,leaf,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,nissan
96,1,nissan juke,94.5,165.6,63.8,53.3,2028,ohc,four,97,2bbl,3.15,3.29,9.4,69,5200,31,37,7799.0,True,False,True,False,True,False,False,True,False,False,113.02898550724638,3.8456607495069033,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,juke,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,nissan
97,1,nissan latio,94.5,165.3,63.8,54.5,1971,ohc,four,97,2bbl,3.15,3.29,9.4,69,5200,31,37,7499.0,True,False,False,False,False,True,False,True,False,False,108.68115942028986,3.80466768138001,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,latio,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,nissan
98,1,nissan note,94.5,170.2,63.8,53.5,2037,ohc,four,97,2bbl,3.15,3.29,9.4,69,5200,31,37,7999.0,True,False,False,False,False,False,True,True,False,False,115.92753623188406,3.926853215513009,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,note,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,nissan
99,2,nissan clipper,95.1,162.4,63.8,53.3,2008,ohc,four,97,2bbl,3.15,3.29,9.4,69,5200,31,37,8249.0,True,False,True,True,False,False,False,True,False,False,119.55072463768116,4.108067729083666,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,clipper,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,nissan
100,0,nissan rogue,97.2,173.4,65.2,54.7,2324,ohc,four,120,2bbl,3.33,3.47,8.5,97,5200,27,34,8949.0,True,False,False,False,True,False,False,True,False,False,92.25773195876289,3.8506884681583475,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,rogue,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,nissan
101,0,nissan nv200,97.2,173.4,65.2,54.7,2302,ohc,four,120,2bbl,3.33,3.47,8.5,97,5200,27,34,9549.0,True,False,False,False,False,True,False,True,False,False,98.44329896907216,4.148132059079062,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,nv200,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,nissan
